FREQ,TEMP,DURATION,Lonely,Sample,FREQR,TEMPR,ZFREQR,ZTEMPR,ZDURATION,COMPOSITE
4,2,3,2.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,3.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2.9,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,4,2,3.1,5,5,3,.258086246210496,-2.48187981151835,-1.79459519296763,-1.33946291942516
4,2,2,1.8,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,3,3,2.2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,3,4,1.7,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
4,3,2,1.7,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,2,4,2.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,4,3,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
5,3,4,1.9,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
6,2,4,2.8,5,3,5,-2.19245543810506,.394878639098213,-.0298716229303139,-.609149473979055
4,2,3,2.2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
3,2,5,2.5,5,6,5,1.48335708836828,.394878639098213,.852490162088345,.910241963184944
4,2,4,2.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,1.2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
6,1,5,2.1,5,3,6,-2.19245543810506,1.83325786440649,.852490162088345,.164430862796591
4,3,4,2.7,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,3,2.4,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,3,1.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,3,2.6,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,3,1.9,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,2.5,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,4,3,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,3,2,2,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,2,3,1.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,1.6,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,6,2.8,5,4,5,-.967184595947285,.394878639098213,1.734851947107,.387515330085977
4,2,4,1.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,4,6,2.7,5,5,3,.258086246210496,-2.48187981151835,1.734851947107,-.162980539400283
4,5,2,2.4,5,5,2,.258086246210496,-3.92025903682663,-1.79459519296763,-1.81892266119459
6,3,4,1.9,5,3,4,-2.19245543810506,-1.04350058621007,-.0298716229303139,-1.08860921574848
4,4,2,2.2,5,5,3,.258086246210496,-2.48187981151835,-1.79459519296763,-1.33946291942516
4,2,3,2.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,4,4,1.4,5,5,3,.258086246210496,-2.48187981151835,-.0298716229303139,-.751221729412722
4,2,4,3.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,3,2.2,5,4,5,-.967184595947285,.394878639098213,-.912233407948972,-.494846454932681
8,5,2,1.2,5,1,2,-4.64299712242063,-3.92025903682663,-1.79459519296763,-3.45261711740496
4,3,2,1.5,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,2,4,1.8,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,6,4,3.2,5,4,1,-.967184595947285,-5.35863826213491,-.0298716229303139,-2.11856482700417
4,2,2,2.4,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,3,4,1.8,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,2,2,3.1,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,2,3,1.6,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,2,4,1.6,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,6,2,5,5,5,.258086246210496,.394878639098213,1.734851947107,.79593894413857
4,3,4,2.1,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,4,2.7,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
5,2,5,2.3,5,4,5,-.967184595947285,.394878639098213,.852490162088345,.0933947350797575
5,2,5,3.3,5,4,5,-.967184595947285,.394878639098213,.852490162088345,.0933947350797575
4,3,3,2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
3,2,3,2.2,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
6,3,4,1.7,5,3,4,-2.19245543810506,-1.04350058621007,-.0298716229303139,-1.08860921574848
4,1,4,1.6,5,5,6,.258086246210496,1.83325786440649,-.0298716229303139,.687157495895558
6,3,3,1.1,5,3,4,-2.19245543810506,-1.04350058621007,-.912233407948972,-1.3827298107547
4,2,3,2.2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
6,1,5,2.8,5,3,6,-2.19245543810506,1.83325786440649,.852490162088345,.164430862796591
4,2,4,3,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,1,4,1.7,5,4,6,-.967184595947285,1.83325786440649,-.0298716229303139,.278733881842965
4,2,4,3.5,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2.1,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
6,2,3,1.9,5,3,5,-2.19245543810506,.394878639098213,-.912233407948972,-.903270068985275
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,4,1.7,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,4,3.6,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,1,4,2,5,5,6,.258086246210496,1.83325786440649,-.0298716229303139,.687157495895558
4,2,5,2.2,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
4,2,4,2.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,1.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,2,4,1.8,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
3,2,3,2.1,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
4,2,3,2.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,3,5,2.8,5,4,4,-.967184595947285,-1.04350058621007,.852490162088345,-.386065006689669
4,2,3,2.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,5,3,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
4,1,4,2.9,5,5,6,.258086246210496,1.83325786440649,-.0298716229303139,.687157495895558
4,2,2,3,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,2,4,3,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2.2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,3,3,2.9,5,4,4,-.967184595947285,-1.04350058621007,-.912233407948972,-.974306196702108
4,2,4,2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,6,1.8,5,5,4,.258086246210496,-1.04350058621007,1.734851947107,.316479202369144
4,2,3,1.9,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,2.1,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,1.6,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,1.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,1.9,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,4,3.1,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
6,1,5,1.8,5,3,6,-2.19245543810506,1.83325786440649,.852490162088345,.164430862796591
3,2,4,2.5,5,6,5,1.48335708836828,.394878639098213,-.0298716229303139,.616121368178725
5,2,4,3.3,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
6,4,5,1,5,3,3,-2.19245543810506,-2.48187981151835,.852490162088345,-1.27394836251169
4,2,6,1.3,5,5,5,.258086246210496,.394878639098213,1.734851947107,.79593894413857
4,3,4,1.7,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,4,2.2,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,3,1.9,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,3,1.1,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,1.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
3,2,3,2.7,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
4,1,4,2.55555555555556,5,5,6,.258086246210496,1.83325786440649,-.0298716229303139,.687157495895558
4,2,3,3.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,1.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,3,1,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
5,2,4,2.3,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,3,4,2.5,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,6,1.5,5,5,4,.258086246210496,-1.04350058621007,1.734851947107,.316479202369144
4,2,5,2.5,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
4,2,4,2.3,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
8,3,7,3.5,5,1,4,-4.64299712242063,-1.04350058621007,2.61721373212566,-1.02309465883501
5,2,5,2.5,5,4,5,-.967184595947285,.394878639098213,.852490162088345,.0933947350797575
5,2,4,3,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,3,2,3.7,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,3,3,1.7,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,3,2.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,5,2.5,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
3,3,6,1.8,5,6,4,1.48335708836828,-1.04350058621007,1.734851947107,.724902816421737
4,1,3,3.6,5,5,6,.258086246210496,1.83325786440649,-.912233407948972,.393036900889339
4,3,3,2.3,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
5,2,4,4,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,4,2.1,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,2.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,4,3,3.4,5,5,3,.258086246210496,-2.48187981151835,-.912233407948972,-1.04534232441894
4,4,4,2.2,5,5,3,.258086246210496,-2.48187981151835,-.0298716229303139,-.751221729412722
5,4,2,1.6,5,4,3,-.967184595947285,-2.48187981151835,-1.79459519296763,-1.74788653347775
5,2,5,2.5,5,4,5,-.967184595947285,.394878639098213,.852490162088345,.0933947350797575
4,2,3,2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,3,4,1.7,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
7,1,4,2.6,5,2,6,-3.41772628026285,1.83325786440649,-.0298716229303139,-.538113346262222
3,1,5,3,5,6,6,1.48335708836828,1.83325786440649,.852490162088345,1.38970170495437
4, ,3,2.9,5,5, ,.258086246210496, ,-.912233407948972,-.327073580869238
4,2,3,2.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
6,3,4,1.5,5,3,4,-2.19245543810506,-1.04350058621007,-.0298716229303139,-1.08860921574848
4,3,3,2.2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,3,5,1.7,5,5,4,.258086246210496,-1.04350058621007,.852490162088345,.022358607362924
5,2,4,3.1,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,4,1.5,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,4,2.2,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
6,3,5,2.4,5,3,4,-2.19245543810506,-1.04350058621007,.852490162088345,-.794488620742263
5,2,4,1,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,3,2.8,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,3,3,3.4,5,4,4,-.967184595947285,-1.04350058621007,-.912233407948972,-.974306196702108
4,2,3,2.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,2.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,2,1,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,2,3,3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,4,2.6,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,2,4,1.5,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,2,1.4,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,1,6,2,5,5,6,.258086246210496,1.83325786440649,1.734851947107,1.275398685908
5,2,4,2.2,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,4,2.2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,6,3,5,4,5,-.967184595947285,.394878639098213,1.734851947107,.387515330085977
5,3,4,2.6,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
3,2,3,3,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
4,2,3,2.5,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,3,4,2.5,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
5,2,2,1.9,5,4,5,-.967184595947285,.394878639098213,-1.79459519296763,-.788967049938901
4,2,3,1.4,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,2.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
3,2,2,2.5,5,6,5,1.48335708836828,.394878639098213,-1.79459519296763,.0278801781662859
4,2,3,3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,3,3.2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
3,2,3,1.7,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
5,2,3,1.9,5,4,5,-.967184595947285,.394878639098213,-.912233407948972,-.494846454932681
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,4,3,2.33333333333333,5,5,3,.258086246210496,-2.48187981151835,-.912233407948972,-1.04534232441894
4,2,4,2.1,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,3,1.44444444444444,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,3,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,3,4,3,5,4,4,-.967184595947285,-1.04350058621007,-.0298716229303139,-.680185601695889
4,2,5,2.6,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
5,2,6,1.8,5,4,5,-.967184595947285,.394878639098213,1.734851947107,.387515330085977
4,2,5,2,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
6,2,4,2.1,5,3,5,-2.19245543810506,.394878639098213,-.0298716229303139,-.609149473979055
4,4,3,1.3,5,5,3,.258086246210496,-2.48187981151835,-.912233407948972,-1.04534232441894
4,2,6,2.9,5,5,5,.258086246210496,.394878639098213,1.734851947107,.79593894413857
4,2,4,2,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
6,2,3,1,5,3,5,-2.19245543810506,.394878639098213,-.912233407948972,-.903270068985275
4,3,4,2.1,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
5,1,3,2.1,5,4,6,-.967184595947285,1.83325786440649,-.912233407948972,-.0153867131632546
4,3,3,1,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,5,3.1,5,5,5,.258086246210496,.394878639098213,.852490162088345,.501818349132351
4,1,3,2.1,5,5,6,.258086246210496,1.83325786440649,-.912233407948972,.393036900889339
4,3,3,1.3,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,4,1.3,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
3,1,3,1.2,5,6,6,1.48335708836828,1.83325786440649,-.912233407948972,.801460514941932
5,4,4,1.5,5,4,3,-.967184595947285,-2.48187981151835,-.0298716229303139,-1.15964534346532
4,3,3,1.2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,4,1.4,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,4,3,2.4,5,5,3,.258086246210496,-2.48187981151835,-.912233407948972,-1.04534232441894
3,2,5,3.9,5,6,5,1.48335708836828,.394878639098213,.852490162088345,.910241963184944
4,3,4,2.3,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,3,3,2,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
5,3,3,1.6,5,4,4,-.967184595947285,-1.04350058621007,-.912233407948972,-.974306196702108
4,1,3,2.9,5,5,6,.258086246210496,1.83325786440649,-.912233407948972,.393036900889339
7,5,3,2.7,5,2,2,-3.41772628026285,-3.92025903682663,-.912233407948972,-2.75007290834615
4,3,5,1,5,5,4,.258086246210496,-1.04350058621007,.852490162088345,.022358607362924
3,2,3,1.4,5,6,5,1.48335708836828,.394878639098213,-.912233407948972,.322000773172505
4,2,2,1.3,5,5,5,.258086246210496,.394878639098213,-1.79459519296763,-.380543435886308
4,3,2,1.1,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,2,6,3.1,5,5,5,.258086246210496,.394878639098213,1.734851947107,.79593894413857
4,3,3,1,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,2,4,3.3,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
5,2,3,1.8,5,4,5,-.967184595947285,.394878639098213,-.912233407948972,-.494846454932681
5,2,3,2.6,5,4,5,-.967184595947285,.394878639098213,-.912233407948972,-.494846454932681
4,2,3,2.1,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,3.3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
5,2,4,1,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
2,1,6,4,5,7,6,2.70862793052606,1.83325786440649,1.734851947107,2.09224591401318
4,2,4,2.5,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,2,1.7,5,5,4,.258086246210496,-1.04350058621007,-1.79459519296763,-.860003177655734
4,3,6,2,5,5,4,.258086246210496,-1.04350058621007,1.734851947107,.316479202369144
4,2,4,1,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,2,4,2.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
5,5,5,2.44444444444444,5,4,2,-.967184595947285,-3.92025903682663,.852490162088345,-1.34498449022852
4,3,4,2,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
4,2,4,1.9,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,3,1.7,5,5,4,.258086246210496,-1.04350058621007,-.912233407948972,-.565882582649515
4,2,3,2.1,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,3,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,4,1,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
4,3,4,2.5,5,5,4,.258086246210496,-1.04350058621007,-.0298716229303139,-.271761987643295
5,2,3,1.7,5,4,5,-.967184595947285,.394878639098213,-.912233407948972,-.494846454932681
4,2,3,1.7,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,2.66666666666667,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,2,3,2,5,5,5,.258086246210496,.394878639098213,-.912233407948972,-.0864228408800881
4,3,5,3.3,5,5,4,.258086246210496,-1.04350058621007,.852490162088345,.022358607362924
6,4,4,3.2,5,3,3,-2.19245543810506,-2.48187981151835,-.0298716229303139,-1.56806895751791
5,2,4,2.7,5,4,5,-.967184595947285,.394878639098213,-.0298716229303139,-.200725859926462
4,2,4,1.6,5,5,5,.258086246210496,.394878639098213,-.0298716229303139,.207697754126131
